"","primer","sample","reads","Phylum","Class","Order","Family","Genus","genus","Species","amplicon","id","species_name","level_taxon","target","all_reads","reads_unass","assigned_reads","prop_reads_ass","prop_tot_reads"
"139","mifish","544_2",13184,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",73342,15537,57805,0.228077155955367,0.179760573750375
"140","mifish","544_2",1032,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",73342,15537,57805,0.0178531268921374,0.0140710643287611
"141","mifish","544_2",277,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Roundfish",73342,15537,57805,0.00479197301271516,0.00377682637506476
"142","mifish","534_1",25821,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",139485,26831,112654,0.229206242121895,0.185116679212819
"143","mifish","534_1",2630,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",139485,26831,112654,0.0233458199442541,0.0188550740222963
"144","mifish","544_1",13754,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",107513,27546,79967,0.171995948328686,0.127928715597184
"145","mifish","544_1",1374,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",107513,27546,79967,0.0171820876111396,0.0127798498786193
"146","mifish","544_1",262,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Roundfish",107513,27546,79967,0.00327635149499168,0.00243691460567559
"147","mifish","538_2",14726,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",75671,20231,55440,0.265620490620491,0.194605595274279
"148","mifish","538_2",2261,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",75671,20231,55440,0.0407828282828283,0.0298793461167422
"149","mifish","538_2",357,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Roundfish",75671,20231,55440,0.00643939393939394,0.00471779149211719
"150","mifish","575_1",3429,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",79293,18931,60362,0.0568072628474868,0.0432446748136658
"151","mifish","575_1",4843,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",79293,18931,60362,0.0802325966667771,0.0610772703769564
"152","mifish","575_1",911,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",79293,18931,60362,0.0150922765978596,0.0114890343409885
"153","mifish","575_1",458,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",79293,18931,60362,0.00758755508432458,0.00577604580479992
"154","mifish","564_1",86988,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",919646,157776,761870,0.114176959323769,0.0945885699497415
"155","mifish","564_1",6215,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",919646,157776,761870,0.0081575596886608,0.00675803515700607
"156","mifish","569_2",2526,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",30742,6683,24059,0.104991894924976,0.0821677184308113
"157","mifish","569_2",219,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",30742,6683,24059,0.00910262271914876,0.00712380456704183
"158","mifish","569_2",47,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",30742,6683,24059,0.00195353090319631,0.00152885303493592
"159","mifish","538_1",52737,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",281765,78416,203349,0.259342312969329,0.187166610473267
"160","mifish","538_1",8019,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",281765,78416,203349,0.0394346665093017,0.0284598867850869
"161","mifish","538_1",1368,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Roundfish",281765,78416,203349,0.00672735051561601,0.00485510975458272
"162","mifish","585_1",11114,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",87601,19863,67738,0.164073341403643,0.126870697823084
"163","mifish","549_3",5167,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",67557,13473,54084,0.0955365727387028,0.0764835620291014
"164","mifish","549_3",2603,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",67557,13473,54084,0.04812883662451,0.0385304261586512
"165","mifish","549_3",620,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",67557,13473,54084,0.0114636491383773,0.00917743535088888
"166","mifish","549_3",440,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",67557,13473,54084,0.00813549293691295,0.00651301863611469
"167","mifish","559_1",28241,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",231232,45508,185724,0.152058969223148,0.122132749792416
"168","mifish","559_1",6382,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",231232,45508,185724,0.0343628179449075,0.027599986161085
"169","mifish","559_1",1482,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",231232,45508,185724,0.00797958260644828,0.00640914752283421
"170","mifish","559_1",1020,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",231232,45508,185724,0.00549202041739355,0.00441115416551342
"171","mifish","549_2",3228,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",39645,8865,30780,0.104873294346979,0.0814226258040106
"172","mifish","549_2",1609,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",39645,8865,30780,0.05227420402859,0.0405851935931391
"173","mifish","549_2",356,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",39645,8865,30780,0.0115659519168291,0.00897969479127254
"174","mifish","549_2",236,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",39645,8865,30780,0.00766731643924626,0.00595283137848405
"175","mifish","538_3",7855,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",46349,18173,28176,0.278783361726292,0.169475069580789
"176","mifish","538_3",1113,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",46349,18173,28176,0.0395017035775128,0.024013463073637
"177","mifish","538_3",185,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Roundfish",46349,18173,28176,0.00656587166382737,0.00399145612634577
"178","mifish","569_1",4353,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",62278,14922,47356,0.0919207703353324,0.0698962715565689
"179","mifish","569_1",450,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",62278,14922,47356,0.00950249176450714,0.00722566556408363
"180","mifish","569_1",108,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys","flesus","short","94","Platichthys flesus","species","Nephrops",62278,14922,47356,0.00228059802348171,0.00173415973538007
"181","mifish","580_1",20413,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",109154,27376,81778,0.249614810829318,0.187011011964747
"182","mifish","544_3",37,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",62086,18315,43771,0.00084530853761623,0.000595947556615018
"183","mifish","569_3",20,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",12682,4360,8322,0.00240326844508532,0.00157703832203123
"184","mifish","549_1",11,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",77724,18296,59428,0.000185097933633977,0.000141526426843703
"185","mifish","544_2",41,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",73342,15537,57805,0.000709281204048093,0.000559024842518611
"186","mifish","534_1",63,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",139485,26831,112654,0.000559234470147531,0.000451661468975159
"187","mifish","544_1",38,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",107513,27546,79967,0.000475196018357573,0.000353445629830811
"188","mifish","538_2",156,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",75671,20231,55440,0.00281385281385281,0.00206155594613524
"189","mifish","575_1",63,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",79293,18931,60362,0.00104370299194858,0.000794521584503046
"190","mifish","564_1",465,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",919646,157776,761870,0.000610340346778322,0.000505629339985168
"191","mifish","569_2",38,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",30742,6683,24059,0.00157945051747787,0.00123609394313968
"192","mifish","538_1",358,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",281765,78416,203349,0.00176052009107495,0.001270562348056
"193","mifish","585_1",1232,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",87601,19863,67738,0.0181877232867814,0.0140637663953608
"194","mifish","549_3",11,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",67557,13473,54084,0.000203387323422824,0.000162825465902867
