"","primer","sample","reads","Phylum","Class","Order","Family","Genus","genus","Species","amplicon","id","species_name","level_taxon","target","all_reads","reads_unass","assigned_reads","prop_reads_ass","prop_tot_reads"
"502","fish_NS","569_2",48,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",21951,15409,6542,0.00733720574747784,0.002186688533552
"503","fish_NS","569_2",21,"Chordata","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","Arnoglossus","laterna","short","94","Arnoglossus laterna","species","Nephrops",21951,15409,6542,0.00321002751452155,0.000956676233429001
"504","fish_NS","569_2",10,"Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Lepidorhombus","whiffiagonis","short","94","Lepidorhombus whiffiagonis","species","Nephrops",21951,15409,6542,0.00152858453072455,0.000455560111156667
"505","fish_NS","569_3",52,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Nephrops",35279,32104,3175,0.0163779527559055,0.00147396468153859
"506","fish_NS","569_3",369,"Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","harengus","short","94","Clupea harengus","species","Nephrops",35279,32104,3175,0.116220472440945,0.010459480143995
"507","fish_NS","569_3",31,"Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes","marinus","short","94","Ammodytes marinus","species","Nephrops",35279,32104,3175,0.00976377952755906,0.000878709713994161
"508","fish_NS","575_1",3096,"Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius","Lesueurigobius","friesii","short","94","Lesueurigobius friesii","species","Nephrops",69552,54488,15064,0.205523101433882,0.0445134575569358
"509","fish_NS","580_1",102,"Chordata","Actinopteri","Carangiformes","Carangidae","Trachurus","Trachurus","trachurus","short","94","Trachurus trachurus","species","Roundfish",58837,43763,15074,0.00676661801777896,0.00173360300491188
"510","fish_NS","538_2",2601,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",53305,34759,18546,0.14024587512132,0.0487946721695901
"511","fish_NS","538_2",6801,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",53305,34759,18546,0.366709802652863,0.127586530344245
"512","fish_NS","538_3",318,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",31648,26907,4741,0.0670744568656402,0.0100480283114257
"513","fish_NS","538_3",2507,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",31648,26907,4741,0.528791394220629,0.0792151162790698
"514","fish_NS","544_1",338,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",21314,18816,2498,0.135308246597278,0.0158581214225392
"515","fish_NS","544_1",1995,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",21314,18816,2498,0.798638911128903,0.0936004504081824
"516","fish_NS","544_1",82,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus","hippoglossus","short","94","Hippoglossus hippoglossus","species","Roundfish",21314,18816,2498,0.032826261008807,0.00384723655813081
"517","fish_NS","544_1",61,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",21314,18816,2498,0.0244195356285028,0.00286196865909731
"518","fish_NS","544_2",172,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",9785,7146,2639,0.0651762031072376,0.0175779253960143
"519","fish_NS","544_2",2200,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",9785,7146,2639,0.833649109511178,0.224833929483904
"520","fish_NS","544_3",221,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Roundfish",45608,37102,8506,0.0259816600047026,0.00484564111559376
"521","fish_NS","544_3",7952,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",45608,37102,8506,0.934869503879614,0.174355376249781
"522","fish_NS","549_1",891,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",57200,36032,21168,0.0420918367346939,0.0155769230769231
"523","fish_NS","549_1",3799,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",57200,36032,21168,0.179469009826153,0.0664160839160839
"524","fish_NS","549_1",176,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",57200,36032,21168,0.00831443688586546,0.00307692307692308
"525","fish_NS","549_2",614,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",29511,22100,7411,0.0828498178383484,0.0208058012266612
"526","fish_NS","549_2",1639,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",29511,22100,7411,0.221157738496829,0.0555386127206804
"527","fish_NS","549_2",400,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",29511,22100,7411,0.0539738226959924,0.013554267900105
"528","fish_NS","549_2",127,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",29511,22100,7411,0.0171366887059776,0.00430348005828335
"529","fish_NS","549_3",845,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",47617,31191,16426,0.0514428345306222,0.0177457630678119
"530","fish_NS","549_3",2214,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",47617,31191,16426,0.134786314379642,0.0464959993279711
"531","fish_NS","549_3",56,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",47617,31191,16426,0.00340922927066845,0.00117605057017452
"532","fish_NS","549_3",360,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",47617,31191,16426,0.0219164738828686,0.00756032509397904
"533","fish_NS","549_3",171,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",47617,31191,16426,0.0104103250943626,0.00359115441964004
"534","fish_NS","569_1",714,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",37582,28999,8583,0.0831876966095771,0.0189984567079985
"535","fish_NS","569_1",3933,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",37582,28999,8583,0.458231387626704,0.104651162790698
"536","fish_NS","569_1",96,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",37582,28999,8583,0.0111849003844809,0.00255441434729392
"537","fish_NS","569_2",273,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",21951,15409,6542,0.0417303576887802,0.012436791034577
"538","fish_NS","569_2",2132,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",21951,15409,6542,0.325894221950474,0.0971254156986014
"539","fish_NS","569_2",142,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",21951,15409,6542,0.0217059003362886,0.00646895357842467
"540","fish_NS","569_3",194,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",35279,32104,3175,0.0611023622047244,0.00549902208112475
"541","fish_NS","569_3",2063,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",35279,32104,3175,0.649763779527559,0.0584767141925792
"542","fish_NS","569_3",59,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",35279,32104,3175,0.0185826771653543,0.0016723830040534
"543","fish_NS","575_1",7502,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",69552,54488,15064,0.498008497079129,0.107861743731309
"544","fish_NS","575_1",2119,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",69552,54488,15064,0.140666489644185,0.0304664136185875
"545","fish_NS","575_1",878,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",69552,54488,15064,0.0582846521508232,0.0126236484932137
"546","fish_NS","575_1",820,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",69552,54488,15064,0.0544344131704727,0.0117897400506096
"547","fish_NS","580_1",11487,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Roundfish",58837,43763,15074,0.762040599708107,0.195234291347281
"548","fish_NS","580_1",247,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",58837,43763,15074,0.0163858299057981,0.00419803864914934
"549","fish_NS","585_1",783,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",7428,6633,795,0.984905660377358,0.105411954765751
"550","fish_NS","538_2",587,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",53305,34759,18546,0.0316510298716704,0.0110121001782197
"551","fish_NS","538_3",453,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",31648,26907,4741,0.0955494621387893,0.0143137007077856
"552","fish_NS","538_3",12,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","budegassa","short","94","Lophius budegassa","species","Roundfish",31648,26907,4741,0.00253111157983548,0.000379170879676441
"553","fish_NS","544_2",158,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",9785,7146,2639,0.0598711633194392,0.0161471640265713
"554","fish_NS","544_3",129,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",45608,37102,8506,0.0151657653421115,0.00282845114892124
"555","fish_NS","549_2",19,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",29511,22100,7411,0.00256375657805964,0.00064382772525499
"556","fish_NS","569_1",2257,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",37582,28999,8583,0.262961668414307,0.0600553456441914
"557","fish_NS","569_1",48,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","budegassa","short","94","Lophius budegassa","species","Nephrops",37582,28999,8583,0.00559245019224047,0.00127720717364696
"558","fish_NS","569_2",2415,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",21951,15409,6542,0.369153164169979,0.110017766844335
"559","fish_NS","569_3",387,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",35279,32104,3175,0.121889763779528,0.0109696986876045
"560","fish_NS","569_3",8,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","budegassa","short","94","Lophius budegassa","species","Nephrops",35279,32104,3175,0.00251968503937008,0.000226763797159783
"561","fish_NS","580_1",2901,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",58837,43763,15074,0.192450577152713,0.0493057089926407
"562","fish_NS","580_1",194,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","budegassa","short","94","Lophius budegassa","species","Roundfish",58837,43763,15074,0.0128698421122463,0.00329724493091082
"563","fish_NS","549_2",59,"Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys","lucerna","short","94","Chelidonichthys lucerna","species","Nephrops",29511,22100,7411,0.00796113884765889,0.00199925451526549
"564","fish_NS","549_2",125,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",29511,22100,7411,0.0168668195924976,0.00423570871878283
"565","fish_NS","549_3",57,"Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys","lucerna","short","94","Chelidonichthys lucerna","species","Nephrops",47617,31191,16426,0.00347010836478753,0.00119705147321335
"566","fish_NS","549_3",180,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",47617,31191,16426,0.0109582369414343,0.00378016254698952
"567","fish_NS","575_1",97,"Chordata","Actinopteri","Perciformes","Triglidae","Chelidonichthys","Chelidonichthys","lucerna","short","94","Chelidonichthys lucerna","species","Nephrops",69552,54488,15064,0.00643919277748274,0.0013946399815965
"568","fish_NS","575_1",384,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",69552,54488,15064,0.0254912373871482,0.00552104899930987
"569","coi_NS","585_1",63,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Roundfish",89385,87930,1455,0.0432989690721649,0.000704816244336298
"570","coi_NS","585_1",14,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Roundfish",89385,87930,1455,0.00962199312714777,0.000156625832074733
"571","coi_NS","585_1",60,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Roundfish",89385,87930,1455,0.0412371134020619,0.00067125356603457
"572","coi_NS","585_1",340,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Roundfish",89385,87930,1455,0.233676975945017,0.00380377020752923
"573","coi_NS","585_1",6,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Roundfish",89385,87930,1455,0.00412371134020619,6.7125356603457e-05
"574","coi_NS","585_1",358,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Roundfish",89385,87930,1455,0.246048109965636,0.0040051462773396
"575","coi_NS","585_1",228,"Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus","spinax","short","94","Etmopterus spinax","species","Roundfish",89385,87930,1455,0.156701030927835,0.00255076355093136
"576","coi_NS","585_1",13,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Roundfish",89385,87930,1455,0.00893470790378007,0.000145438272640823
"577","coi_NS","585_1",20,"Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius","merluccius","short","94","Merluccius merluccius","species","Roundfish",89385,87930,1455,0.013745704467354,0.00022375118867819
"578","coi_NS","585_1",40,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Roundfish",89385,87930,1455,0.0274914089347079,0.00044750237735638
"579","coi_NS","585_1",27,"Chordata","Chondrichthyes","Chimaeriformes","Chimaeridae","Chimaera","Chimaera","monstrosa","short","94","Chimaera monstrosa","species","Roundfish",89385,87930,1455,0.0185567010309278,0.000302064104715556
"580","coi_NS","585_1",284,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Amblyraja","Amblyraja","radiata","short","94","Amblyraja radiata","species","Roundfish",89385,87930,1455,0.195189003436426,0.0031772668792303
"581","coi_NS","585_1",1,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Roundfish",89385,87930,1455,0.000687285223367698,1.11875594339095e-05
"582","coi_NS","585_1",1,"Chordata","Actinopteri","Perciformes","Sebastidae","Helicolenus","Helicolenus","dactylopterus","short","94","Helicolenus dactylopterus","species","Roundfish",89385,87930,1455,0.000687285223367698,1.11875594339095e-05
"583","coi_NS","549_2",334,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",41788,29505,12283,0.0271920540584548,0.00799272518426342
"584","coi_NS","549_2",3904,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Nephrops",41788,29505,12283,0.317837661809004,0.0934239494591749
"585","coi_NS","549_2",35,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Nephrops",41788,29505,12283,0.00284946674265245,0.000837561022303054
"586","coi_NS","549_2",874,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",41788,29505,12283,0.0711552552308068,0.0209150952426534
"587","coi_NS","549_2",123,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Nephrops",41788,29505,12283,0.0100138402670357,0.00294342873552216
"588","coi_NS","549_2",176,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Nephrops",41788,29505,12283,0.0143287470487666,0.00421173542643821
"589","coi_NS","549_2",3254,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Nephrops",41788,29505,12283,0.264918993731173,0.077869244759261
"590","coi_NS","549_2",567,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Limanda","Limanda","limanda","short","94","Limanda limanda","species","Nephrops",41788,29505,12283,0.0461613612309696,0.0135684885613095
"591","coi_NS","549_2",561,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Raja","Raja","clavata","short","94","Raja clavata","species","Nephrops",41788,29505,12283,0.0456728812179435,0.0134249066717718
"592","coi_NS","549_2",540,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Nephrops",41788,29505,12283,0.043963201172352,0.01292237005839
"593","coi_NS","549_2",1250,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",41788,29505,12283,0.101766669380445,0.0299128936536805
"594","coi_NS","549_2",146,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","minutus","short","94","Trisopterus minutus","species","Nephrops",41788,29505,12283,0.0118863469836359,0.00349382597874988
"595","coi_NS","549_2",45,"Chordata","Actinopteri","Gadiformes","Gaidropsaridae","Enchelyopus","Enchelyopus","cimbrius","short","94","Enchelyopus cimbrius","species","Nephrops",41788,29505,12283,0.003663600097696,0.0010768641715325
"596","coi_NS","549_2",18,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus","cynoglossus","short","94","Glyptocephalus cynoglossus","species","Nephrops",41788,29505,12283,0.0014654400390784,0.000430745668612999
"597","coi_NS","549_2",11,"Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Lophius","piscatorius","short","94","Lophius piscatorius","species","Nephrops",41788,29505,12283,0.000895546690547912,0.000263233464152388
"598","coi_NS","549_2",63,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","esmarkii","short","94","Trisopterus esmarkii","species","Nephrops",41788,29505,12283,0.0051290401367744,0.0015076098401455
"599","coi_NS","549_2",10,"Chordata","Actinopteri","Clupeiformes","Clupeidae","Clupea","Clupea","harengus","short","94","Clupea harengus","species","Nephrops",41788,29505,12283,0.000814133355043556,0.000239303149229444
"600","coi_NS","549_2",120,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus","kitt","short","94","Microstomus kitt","species","Nephrops",41788,29505,12283,0.00976960026052267,0.00287163779075333
"601","coi_NS","549_2",7,"Chordata","Actinopteri","Perciformes","Triglidae","Eutrigla","Eutrigla","gurnardus","short","94","Eutrigla gurnardus","species","Nephrops",41788,29505,12283,0.000569893348530489,0.000167512204460611
"602","coi_NS","549_2",35,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","maculatus","short","94","Callionymus maculatus","species","Nephrops",41788,29505,12283,0.00284946674265245,0.000837561022303054
"603","coi_NS","549_2",46,"Chordata","Chondrichthyes","Rajiformes","Rajidae","Leucoraja","Leucoraja","naevus","short","94","Leucoraja naevus","species","Nephrops",41788,29505,12283,0.00374501343320036,0.00110079448645544
"604","coi_NS","549_2",81,"Chordata","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus","canicula","short","94","Scyliorhinus canicula","species","Nephrops",41788,29505,12283,0.0065944801758528,0.0019383555087585
"605","coi_NS","549_2",9,"Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus","rhombus","short","94","Scophthalmus rhombus","species","Nephrops",41788,29505,12283,0.000732720019539201,0.000215372834306499
"606","coi_NS","549_2",35,"Chordata","Actinopteri","Gobiiformes","Gobiidae","Lesueurigobius","Lesueurigobius","friesii","short","94","Lesueurigobius friesii","species","Nephrops",41788,29505,12283,0.00284946674265245,0.000837561022303054
"607","coi_NS","549_2",16,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","pollachius","short","94","Pollachius pollachius","species","Nephrops",41788,29505,12283,0.00130261336806969,0.00038288503876711
"608","coi_NS","549_2",5,"Chordata","Actinopteri","Perciformes","Sebastidae","Helicolenus","Helicolenus","dactylopterus","short","94","Helicolenus dactylopterus","species","Nephrops",41788,29505,12283,0.000407066677521778,0.000119651574614722
"609","coi_NS","549_2",11,"Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus","lyra","short","94","Callionymus lyra","species","Nephrops",41788,29505,12283,0.000895546690547912,0.000263233464152388
"610","coi_NS","549_2",5,"Chordata","Actinopteri","Pleuronectiformes","Soleidae","Solea","Solea","solea","short","94","Solea solea","species","Nephrops",41788,29505,12283,0.000407066677521778,0.000119651574614722
"611","coi_NS","534_1",3993,"Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus","Melanogrammus","aeglefinus","short","94","Melanogrammus aeglefinus","species","Nephrops",191364,181992,9372,0.426056338028169,0.0208659936038126
"612","coi_NS","534_1",2308,"Chordata","Actinopteri","Gadiformes","Gadidae","Merlangius","Merlangius","merlangus","short","94","Merlangius merlangus","species","Nephrops",191364,181992,9372,0.246265471617584,0.0120607846825944
"613","coi_NS","534_1",5,"Chordata","Myxini","Myxiniformes","Myxinidae","Myxine","Myxine","glutinosa","short","94","Myxine glutinosa","species","Nephrops",191364,181992,9372,0.000533504054630815,2.61282163834368e-05
"614","coi_NS","534_1",588,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes","platessa","short","94","Pleuronectes platessa","species","Nephrops",191364,181992,9372,0.0627400768245839,0.00307267824669217
"615","coi_NS","534_1",595,"Chordata","Actinopteri","Gadiformes","Lotidae","Molva","Molva","molva","short","94","Molva molva","species","Nephrops",191364,181992,9372,0.063486982501067,0.00310925774962898
"616","coi_NS","534_1",338,"Chordata","Actinopteri","Gadiformes","Gadidae","Gadus","Gadus","morhua","short","94","Gadus morhua","species","Nephrops",191364,181992,9372,0.0360648740930431,0.00176626742752033
"617","coi_NS","534_1",4,"Chordata","Actinopteri","Perciformes","Zoarcidae","Lycodes","Lycodes","vahlii","short","94","Lycodes vahlii","species","Nephrops",191364,181992,9372,0.000426803243704652,2.09025731067494e-05
"618","coi_NS","534_1",282,"Chordata","Actinopteri","Gadiformes","Gadidae","Pollachius","Pollachius","virens","short","94","Pollachius virens","species","Nephrops",191364,181992,9372,0.030089628681178,0.00147363140402584
"619","coi_NS","534_1",712,"Chordata","Chondrichthyes","Squaliformes","Etmopteridae","Etmopterus","Etmopterus","spinax","short","94","Etmopterus spinax","species","Nephrops",191364,181992,9372,0.0759709773794281,0.0037206580130014
"620","coi_NS","534_1",8,"Arthropoda","Malacostraca","Decapoda","Nephropidae","Nephrops","Nephrops","norvegicus","short","94","Nephrops norvegicus","species","Nephrops",191364,181992,9372,0.000853606487409304,4.18051462134989e-05
"621","coi_NS","534_1",169,"Chordata","Actinopteri","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides","platessoides","short","94","Hippoglossoides platessoides","species","Nephrops",191364,181992,9372,0.0180324370465216,0.000883133713760164
"622","coi_NS","534_1",6,"Chordata","Actinopteri","Gadiformes","Gadidae","Trisopterus","Trisopterus","minutus","short","94","Trisopterus minutus","species","Nephrops",191364,181992,9372,0.000640204865556978,3.13538596601242e-05
"623","coi_NS","534_1",45,"Chordata","Actinopteri","Gadiformes","Merlucciidae","Merluccius","Merluccius","merluccius","short","94","Merluccius merluccius","species","Nephrops",191364,181992,9372,0.00480153649167734,0.000235153947450931
