index,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus maximus,Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus morhua,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus surmuletus,Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes viviparus,Unassigned;__;__;__;__;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius budegassa,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus,Chordata;Actinopteri;Gadiformes;Gadidae;Merlangius;Merlangius merlangus,Chordata;Actinopteri;Gadiformes;Gadidae;Pollachius;Pollachius pollachius,Chordata;Actinopteri;Gadiformes;Gadidae;Trisopterus;Trisopterus esmarkii,Chordata;Actinopteri;Gadiformes;Gadidae;__;__,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronectes;Pleuronectes platessa,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Limanda;Limanda limanda,Chordata;Actinopteri;Perciformes;Triglidae;Chelidonichthys;Chelidonichthys lucerna,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Microstomus;Microstomus kitt,Chordata;Actinopteri;Gadiformes;Gadidae;Melanogrammus;Melanogrammus aeglefinus,Chordata;Actinopteri;Gadiformes;Gadidae;Trisopterus;Trisopterus minutus,Chordata;Actinopteri;Clupeiformes;Clupeidae;__;__,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus canicula,primer
reads_mifish_mock_short,62807.0,53469.0,34478.0,28615.0,1497.0,117.0,53077.0,4.0,38.0,109.0,50.0,2.0,31.0,29.0,4.0,10.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,mifish
