index,Mollusca;Cephalopoda;Octopoda;Octopodidae;Eledone;Eledone cirrhosa,Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea angasi,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine glutinosa,Arthropoda;Malacostraca;Decapoda;Polybiidae;Liocarcinus;Liocarcinus depurator,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus canicula,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata,Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;Ostrea edulis,Arthropoda;Malacostraca;Decapoda;Nephropidae;Nephrops;Nephrops norvegicus,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus maximus,Unassigned;__;__;__;__;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius,Annelida;Polychaeta;Spionida;Spionidae;Polydora;Polydora onagawaensis,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus morhua,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine capensis,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine limosa,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;__,NA;NA;NA;NA;NA;NA,Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus surmuletus,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Platichthys;Platichthys flesus,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus stellaris,Mollusca;Bivalvia;Ostreida;Ostreidae;Ostrea;__,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine jespersenae,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine australis,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja maderensis,primer
reads_coi_mock_short,109130.0,5117.0,16888.0,18602.0,4452.0,16677.0,2242.0,2610.0,4228.0,57609.0,12056.0,23.0,59.0,190.0,9.0,21.0,7.0,11.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,coi
