index,Unassigned;__;__;__;__;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus maximus,Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus morhua,Chordata;Chondrichthyes;Rajiformes;Rajidae;__;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius budegassa,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;__,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus canicula,Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus oxyrinchus,Chordata;Actinopteri;Gadiformes;Gadidae;Pollachius;Pollachius virens,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja montagui,Chordata;Actinopteri;__;__;__;__,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;__,Chordata;Actinopteri;Gadiformes;Gadidae;Pollachius;__,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus stellaris,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine glutinosa,Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus surmuletus,Chordata;__;__;__;__;__,Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus batis,Chordata;Actinopteri;Gadiformes;Gadidae;Merlangius;Merlangius merlangus,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;__,primer
reads_metazoan_mock_long,11561.0,4158.0,10188.0,343.0,1030.0,8.0,64.0,180.0,141.0,82.0,27.0,6.0,2.0,4.0,7.0,1.0,2.0,1.0,7.0,1.0,5.0,3.0,2.0,metazoan
