index,Unassigned;__;__;__;__;__,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine glutinosa,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus canicula,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata,Arthropoda;Malacostraca;Decapoda;Nephropidae;Nephrops;Nephrops norvegicus,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus maximus,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Gadiformes;Gadidae;Gadus;Gadus morhua,Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus surmuletus,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Platichthys;Platichthys flesus,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus stellaris,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus,Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides,primer
reads_coi_mock_short,192660.0,16954.0,4456.0,16730.0,2609.0,4228.0,12047.0,60.0,191.0,7.0,1.0,5.0,1.0,2.0,coi
