index,Unassigned;__;__;__;__;__,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja clavata,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius piscatorius,Chordata;Actinopteri;Clupeiformes;Clupeidae;Clupea;Clupea harengus,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;__,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus canicula,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus maximus,Chordata;Actinopteri;Syngnathiformes;Mullidae;Mullus;Mullus surmuletus,Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Scyliorhinus;Scyliorhinus stellaris,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;__,Chordata;Actinopteri;Lophiiformes;Lophiidae;Lophius;Lophius budegassa,Chordata;__;__;__;__;__,Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus oxyrinchus,Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes viviparus,Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Raja montagui,Chordata;Myxini;Myxiniformes;Myxinidae;Myxine;Myxine glutinosa,Chordata;Chondrichthyes;Rajiformes;Rajidae;Dipturus;Dipturus batis,Chordata;Actinopteri;Clupeiformes;Clupeidae;Sprattus;Sprattus sprattus,Chordata;Actinopteri;__;__;__;__,Chordata;Actinopteri;Pleuronectiformes;Scophthalmidae;Scophthalmus;Scophthalmus rhombus,primer
reads_fish_mock_long,12961.0,13281.0,6965.0,475.0,267.0,184.0,671.0,8.0,7.0,14.0,96.0,2.0,29.0,8.0,1.0,2.0,5.0,1.0,2.0,1.0,fish
